10.000000	79.611115
9.000000	15.142858
9.000000	42.000000
11.000000	59.125000
7.000000	0.000000
12.000000	105.000000
9.000000	24.777779
11.000000	8.500000
13.000000	66.000000
10.000000	31.400000
5.000000	4.666667
10.000000	44.666668
12.000000	2.000000
9.000000	0.000000
9.000000	50.285713
10.000000	73.266670
11.000000	8.800000
14.000000	19.500000
12.000000	105.349998
10.000000	84.789474
8.000000	23.666666
6.000000	3.333333
11.000000	28.222221
9.000000	65.187500
9.000000	80.388885
10.000000	92.000000
13.000000	54.545456
9.000000	-5.000000
7.000000	32.642857
10.000000	59.076923
9.000000	0.000000
9.000000	53.529411
7.000000	9.625000
9.000000	42.000000
8.000000	1.333333
7.000000	6.500000
12.000000	35.000000
6.000000	11.571428
13.000000	45.750000
11.000000	56.538460
7.000000	48.133335
16.000000	0.000000
9.000000	14.800000
10.000000	68.882355
10.000000	57.666668
9.000000	91.800003
7.000000	0.000000
11.000000	86.000000
11.000000	34.000000
14.000000	11.333333
12.000000	80.142860
10.000000	3.250000
8.000000	18.222221
9.000000	57.722221
9.000000	23.666666
11.000000	17.400000
12.000000	89.470589
11.000000	18.000000
7.000000	13.818182
15.000000	75.000000
